Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Stress,Type_Encoded,Type_H,Type_L,Type_M,Wear_Stress_Index,Failure_Probability,Risk_Category
M,298.8,309.6,1693,33.3,170,0,0,0,0,0,0,10.800000000000011,56376.9,2,False,False,True,5660.999999999999,0.003669152490915373,Low
L,298.8,309.6,1890,24.0,173,0,0,0,0,0,0,10.800000000000011,45360.0,1,False,True,False,4152.0,0.009639500930020594,Low
H,298.9,309.6,1600,33.5,175,0,0,0,0,0,0,10.700000000000044,53600.0,0,True,False,False,5862.5,0.001829631750300996,Low
M,298.9,309.6,1434,43.8,180,0,0,0,0,0,0,10.700000000000044,62809.2,2,False,False,True,7883.999999999999,0.0037179591892185075,Low
L,298.9,309.6,1365,50.9,183,0,0,0,0,0,0,10.700000000000044,69478.5,1,False,True,False,9314.7,0.004941921884684771,Low
H,298.8,309.6,1309,57.4,185,0,0,0,0,0,0,10.800000000000011,75136.59999999999,0,True,False,False,10619.0,0.07467316553222762,Low
H,298.9,309.6,1546,35.3,190,0,0,0,0,0,0,10.700000000000044,54573.8,0,True,False,False,6706.999999999999,0.0015412685073804288,Low
L,298.9,309.6,1663,33.7,195,0,0,0,0,0,0,10.700000000000044,56043.100000000006,1,False,True,False,6571.500000000001,0.0020171544883076774,Low
L,298.9,309.6,1589,34.2,197,0,0,0,0,0,0,10.700000000000044,54343.8,1,False,True,False,6737.400000000001,0.0013182865675039081,Low
M,298.9,309.6,1472,46.0,199,0,0,0,0,0,0,10.700000000000044,67712.0,2,False,False,True,9154.0,0.0031191390137531184,Low
L,298.9,309.6,1583,39.8,202,0,0,0,0,0,0,10.700000000000044,63003.4,1,False,True,False,8039.599999999999,0.021013785658920377,Low
M,298.9,309.6,1567,34.5,204,0,0,0,0,0,0,10.700000000000044,54061.5,2,False,False,True,7038.0,0.1178277648389821,Low
L,298.9,309.7,1407,41.9,207,0,0,0,0,0,0,10.800000000000011,58953.3,1,False,True,False,8673.3,0.32086213713641704,Medium
M,299.0,309.7,1418,44.7,209,0,0,0,0,0,0,10.699999999999989,63384.600000000006,2,False,False,True,9342.3,0.18776117278888815,Low
M,299.0,309.7,1489,40.7,212,0,0,0,0,0,0,10.699999999999989,60602.3,2,False,False,True,8628.400000000001,0.15918216141443323,Low
L,299.1,309.9,1586,36.6,215,0,0,0,0,0,0,10.799999999999956,58047.600000000006,1,False,True,False,7869.0,0.4432881665413675,Medium
L,299.1,309.8,1398,55.4,217,1,0,0,0,1,0,10.699999999999989,77449.2,1,False,True,False,12021.8,0.9425648865506671,Critical
L,299.2,309.9,1516,41.4,219,0,0,0,0,0,0,10.699999999999989,62762.4,1,False,True,False,9066.6,0.22228076497470745,Low
H,299.3,310.0,1373,44.8,221,0,0,0,0,0,0,10.699999999999989,61510.4,0,True,False,False,9900.8,0.16000187403330293,Low
M,299.2,310.0,1349,50.4,226,0,0,0,0,0,0,10.800000000000011,67989.59999999999,2,False,False,True,11390.4,0.13945425847153228,Low
H,299.1,309.9,1443,40.3,0,0,0,0,0,0,0,10.799999999999956,58152.9,0,True,False,False,0.0,0.010118102982630757,Low
H,299.2,310.1,1542,36.1,5,0,0,0,0,0,0,10.900000000000034,55666.2,0,True,False,False,180.5,0.003404759244007993,Low
L,299.2,310.1,1534,37.7,10,0,0,0,0,0,0,10.900000000000034,57831.8,1,False,True,False,377.0,0.00063688931133359,Low
L,299.2,310.2,1697,30.6,12,0,0,0,0,0,0,11.0,51928.2,1,False,True,False,367.2000000000001,0.00235529911751639,Low
L,299.3,310.3,1396,47.4,14,0,0,0,0,0,0,11.0,66170.4,1,False,True,False,663.6,0.024300289556573165,Low
L,299.3,310.2,1495,49.2,16,0,0,0,0,0,0,10.899999999999975,73554.0,1,False,True,False,787.2,0.010265844712666554,Low
M,299.2,310.3,1551,44.8,18,0,0,0,0,0,0,11.100000000000025,69484.79999999999,2,False,False,True,806.4,0.021564179179059676,Low
L,299.2,310.3,1440,47.0,21,0,0,0,0,0,0,11.100000000000025,67680.0,1,False,True,False,987.0,0.03783317730346911,Low
L,299.2,310.3,1429,40.1,23,0,0,0,0,0,0,11.100000000000025,57302.9,1,False,True,False,922.3,0.010746163358468255,Low
H,299.3,310.4,1548,41.6,25,0,0,0,0,0,0,11.099999999999966,64396.8,0,True,False,False,1040.0,0.012430124949598362,Low
L,299.3,310.5,1505,38.8,30,0,0,0,0,0,0,11.199999999999989,58393.99999999999,1,False,True,False,1164.0,0.001429491398458662,Low
L,299.2,310.4,1611,36.4,32,0,0,0,0,0,0,11.199999999999989,58640.4,1,False,True,False,1164.8,0.001429491398458662,Low
M,299.2,310.4,1502,39.8,34,0,0,0,0,0,0,11.199999999999989,59779.6,2,False,False,True,1353.1999999999998,0.0012975165742486504,Low
M,299.2,310.4,1504,43.3,37,0,0,0,0,0,0,11.199999999999989,65123.2,2,False,False,True,1602.1,0.013724296542676685,Low
L,299.1,310.3,1449,40.7,40,0,0,0,0,0,0,11.199999999999989,58974.3,1,False,True,False,1628.0,0.011373563888831626,Low
L,299.0,310.2,1575,37.8,42,0,0,0,0,0,0,11.199999999999989,59534.99999999999,1,False,True,False,1587.6,0.00046735990967085956,Low
M,299.0,310.2,1598,33.4,44,0,0,0,0,0,0,11.199999999999989,53373.2,2,False,False,True,1469.6,0.000335385085460848,Low
L,299.0,310.1,1416,45.9,47,0,0,0,0,0,0,11.100000000000025,64994.4,1,False,True,False,2157.3,0.027289484564967954,Low
L,299.0,310.2,1682,28.8,49,0,0,0,0,0,0,11.199999999999989,48441.6,1,False,True,False,1411.2,0.013165180442250948,Low
L,298.9,310.1,1341,54.5,51,0,0,0,0,0,0,11.200000000000044,73084.5,1,False,True,False,2779.5,0.006547755346718936,Low
L,298.9,310.1,1523,39.1,53,0,0,0,0,0,0,11.200000000000044,59549.3,1,False,True,False,2072.3,0.0007080292625508565,Low
L,299.0,310.1,1580,41.9,55,0,0,0,0,0,0,11.100000000000025,66202.0,1,False,True,False,2304.5,0.0040980831636157344,Low
L,299.0,310.1,1531,36.0,57,0,0,0,0,0,0,11.100000000000025,55116.0,1,False,True,False,2052.0,0.0007080292625508565,Low
L,299.0,310.1,1375,48.9,59,0,0,0,0,0,0,11.100000000000025,67237.5,1,False,True,False,2885.1,0.01143647798691893,Low
M,298.9,310.1,1484,40.4,61,0,0,0,0,0,0,11.200000000000044,59953.6,2,False,False,True,2464.4,0.0005760544383408448,Low
M,299.0,310.2,1657,32.3,64,0,0,0,0,0,0,11.199999999999989,53521.1,2,False,False,True,2067.2,0.0008052102611361903,Low
L,299.0,310.2,1494,40.6,67,0,0,0,0,0,0,11.199999999999989,60656.4,1,False,True,False,2720.2000000000003,0.00046735990967085956,Low
H,299.0,310.3,1658,27.6,69,0,0,0,0,0,0,11.300000000000011,45760.8,0,True,False,False,1904.4,0.008626790186570176,Low
L,299.1,310.3,1411,42.1,74,0,0,0,0,0,0,11.199999999999989,59403.1,1,False,True,False,3115.4,0.005805904721161713,Low
M,299.2,310.4,1395,55.4,76,0,0,0,0,0,0,11.199999999999989,77283.0,2,False,False,True,4210.4,0.012193827257787648,Low
L,299.1,310.4,1550,43.9,79,0,0,0,0,0,0,11.299999999999956,68045.0,1,False,True,False,3468.1,0.0034058526172588578,Low
M,299.1,310.3,1233,59.0,81,0,0,0,0,0,0,11.199999999999989,72747.0,2,False,False,True,4779.0,0.00021078669335703948,Low
L,299.1,310.3,1459,46.7,84,0,0,0,0,0,0,11.199999999999989,68135.3,1,False,True,False,3922.8,0.007229072540776583,Low
H,299.1,310.4,1405,53.6,86,0,0,0,0,0,0,11.299999999999956,75308.0,0,True,False,False,4609.6,0.010462855725647879,Low
L,299.2,310.5,1458,44.1,91,0,0,0,0,0,0,11.300000000000011,64297.8,1,False,True,False,4013.1,0.0015166815381753953,Low
L,299.2,310.5,1384,48.7,93,0,0,0,0,0,0,11.300000000000011,67400.8,1,False,True,False,4529.1,0.0059312117592649405,Low
L,299.2,310.5,1705,29.5,95,0,0,0,0,0,0,11.300000000000011,50297.5,1,False,True,False,2802.5,0.00265202750649963,Low
L,299.3,310.6,1443,45.7,97,0,0,0,0,0,0,11.300000000000011,65945.1,1,False,True,False,4432.900000000001,0.00914928593140256,Low
M,299.3,310.6,1609,31.4,99,0,0,0,0,0,0,11.300000000000011,50522.6,2,False,False,True,3108.6,0.0020127745650972712,Low
L,299.3,310.5,1818,26.0,102,0,0,0,0,0,0,11.199999999999989,47268.0,1,False,True,False,2652.0,0.004324315330019393,Low
M,299.3,310.6,1457,42.1,104,0,0,0,0,0,0,11.300000000000011,61339.7,2,False,False,True,4378.400000000001,0.0004872270741201022,Low
L,299.3,310.6,1480,45.1,107,0,0,0,0,0,0,11.300000000000011,66748.0,1,False,True,False,4825.7,0.002716124840850402,Low
L,299.4,310.8,1424,47.7,109,0,0,0,0,0,0,11.400000000000034,67924.8,1,False,True,False,5199.3,0.02668524730984083,Low
M,299.4,310.8,1628,40.2,111,0,0,0,0,0,0,11.400000000000034,65445.600000000006,2,False,False,True,4462.200000000001,0.004661394362354489,Low
M,299.5,310.8,1754,31.3,114,0,0,0,0,0,0,11.300000000000011,54900.2,2,False,False,True,3568.2000000000003,0.0009324462334238937,Low
L,299.6,310.9,1716,28.5,117,0,0,0,0,0,0,11.299999999999956,48906.0,1,False,True,False,3334.5,0.0034578623752543397,Low
M,299.5,310.9,1378,48.7,119,0,0,0,0,0,0,11.399999999999975,67108.6,2,False,False,True,5795.3,0.005311994838428941,Low
L,299.6,311.0,1708,31.0,122,0,0,0,0,0,0,11.399999999999975,52948.0,1,False,True,False,3782.0,0.001936493089046097,Low
L,299.6,311.0,1430,38.3,124,0,0,0,0,0,0,11.399999999999975,54768.99999999999,1,False,True,False,4749.2,0.0023593874617330118,Low
M,299.7,311.2,1560,43.9,126,0,0,0,0,0,0,11.5,68484.0,2,False,False,True,5531.4,0.003908995978017122,Low
L,299.6,311.1,1679,30.7,129,0,0,0,0,0,0,11.5,51545.3,1,False,True,False,3960.3,0.0010575052965087453,Low
L,299.6,311.1,1521,37.2,131,0,0,0,0,0,0,11.5,56581.2,1,False,True,False,4873.200000000001,0.0008248435747501663,Low
M,299.6,311.1,1649,33.8,133,0,0,0,0,0,0,11.5,55736.2,2,False,False,True,4495.4,0.0026439283186418692,Low
M,299.5,311.0,1451,43.3,136,0,0,0,0,0,0,11.5,62828.3,2,False,False,True,5888.799999999999,0.0025038820937807295,Low
L,299.4,310.8,1391,48.9,139,0,0,0,0,0,0,11.400000000000034,68019.9,1,False,True,False,6797.099999999999,0.012322608643850574,Low
M,299.3,310.8,1523,40.9,141,0,0,0,0,0,0,11.5,62290.7,2,False,False,True,5766.9,0.0002764403807630627,Low
L,299.3,310.7,1495,39.2,144,0,0,0,0,0,0,11.399999999999975,58604.00000000001,1,False,True,False,5644.8,0.005775775302333015,Low
M,299.3,310.7,1440,45.5,146,0,0,0,0,0,0,11.399999999999975,65520.0,2,False,False,True,6643.0,0.01732733194002102,Low
H,299.4,310.8,1585,31.4,149,0,0,0,0,0,0,11.400000000000034,49769.0,0,True,False,False,4678.599999999999,0.004955998353653749,Low
L,299.5,310.8,1374,48.3,154,0,0,0,0,0,0,11.300000000000011,66364.2,1,False,True,False,7438.2,0.004917545403896627,Low
M,299.5,310.8,1507,40.2,156,0,0,0,0,0,0,11.300000000000011,60581.4,2,False,False,True,6271.200000000001,0.0003926107419147552,Low
M,299.5,310.9,1577,34.6,159,0,0,0,0,0,0,11.399999999999975,54564.2,2,False,False,True,5501.400000000001,0.0013203842944889352,Low
L,299.5,310.9,1496,38.5,162,0,0,0,0,0,0,11.399999999999975,57596.0,1,False,True,False,6237.0,0.0009410139359018589,Low
L,299.6,310.9,1487,42.5,164,0,0,0,0,0,0,11.299999999999956,63197.5,1,False,True,False,6970.0,0.00016962880203823458,Low
L,299.6,310.9,1853,26.3,166,0,0,0,0,0,0,11.299999999999956,48733.9,1,False,True,False,4365.8,0.009235481904726135,Low
M,299.7,311.0,1435,50.1,168,0,0,0,0,0,0,11.300000000000011,71893.5,2,False,False,True,8416.800000000001,0.005122270772354181,Low
M,299.8,311.1,1763,25.5,171,0,0,0,0,0,0,11.300000000000011,44956.5,2,False,False,True,4360.5,0.02258315481685701,Low
L,299.8,311.1,1820,24.9,174,0,0,0,0,0,0,11.300000000000011,45318.0,1,False,True,False,4332.599999999999,0.016435387860445832,Low
M,299.8,311.1,1498,38.1,176,0,0,0,0,0,0,11.300000000000011,57073.8,2,False,False,True,6705.6,0.001032021051568368,Low
L,299.8,311.1,1603,35.1,179,0,0,0,0,0,0,11.300000000000011,56265.3,1,False,True,False,6282.900000000001,0.0009410139359018589,Low
L,299.8,311.1,1412,42.5,181,0,0,0,0,0,0,11.300000000000011,60010.0,1,False,True,False,7692.5,0.003850017798685606,Low
L,299.8,311.1,1588,38.0,183,0,0,0,0,0,0,11.300000000000011,60344.0,1,False,True,False,6954.0,0.0008090391116918473,Low
M,299.8,311.0,1948,20.0,185,0,0,0,0,0,0,11.199999999999989,38960.0,2,False,False,True,3700.0,0.013539602150343253,Low
L,299.7,310.9,1384,48.2,188,0,0,0,0,0,0,11.199999999999989,66708.8,1,False,True,False,9061.6,0.01003421025169973,Low
L,299.7,310.8,1589,36.0,190,0,0,0,0,0,0,11.100000000000025,57204.0,1,False,True,False,6840.0,0.0008801790629091137,Low
M,299.7,310.8,1405,47.6,192,0,0,0,0,0,0,11.100000000000025,66878.0,2,False,False,True,9139.2,0.009563242740462505,Low
L,299.7,310.9,1491,40.1,195,0,0,0,0,0,0,11.199999999999989,59789.1,1,False,True,False,7819.5,0.008637219191696731,Low
H,299.7,310.8,1418,46.6,197,0,0,0,0,0,0,11.100000000000025,66078.8,0,True,False,False,9180.2,0.01175480392922245,Low
M,299.6,310.8,1603,35.4,202,0,0,0,0,0,0,11.199999999999989,56746.2,2,False,False,True,7150.799999999999,0.010878856548383829,Low
L,299.6,310.7,1922,23.3,205,1,1,0,0,0,0,11.099999999999966,44782.6,1,False,True,False,4776.5,0.5685114043361723,High
M,299.5,310.7,1364,49.5,0,0,0,0,0,0,0,11.199999999999989,67518.0,2,False,False,True,0.0,0.008944060631194788,Low
L,299.4,310.7,1551,41.2,3,0,0,0,0,0,0,11.300000000000011,63901.2,1,False,True,False,123.6,0.004410247781125544,Low
L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0,11.199999999999989,53231.5,1,False,True,False,167.5,0.0032897862014037425,Low
M,299.5,310.7,1423,56.5,7,0,0,0,0,0,0,11.199999999999989,80399.5,2,False,False,True,395.5,0.01825687859782136,Low
L,299.4,310.6,1418,53.1,10,0,0,0,0,0,0,11.200000000000044,75295.8,1,False,True,False,531.0,0.019835468102391687,Low
M,299.3,310.5,1404,47.5,12,0,0,0,0,0,0,11.199999999999989,66690.0,2,False,False,True,570.0,0.03846850711662431,Low
L,299.3,310.5,1281,59.8,15,0,0,0,0,0,0,11.199999999999989,76603.8,1,False,True,False,897.0,0.00021078669335703948,Low
L,299.3,310.5,1529,41.3,17,0,0,0,0,0,0,11.199999999999989,63147.7,1,False,True,False,702.0999999999999,0.001429491398458662,Low
M,299.3,310.5,1563,42.1,19,0,0,0,0,0,0,11.199999999999989,65802.3,2,False,False,True,799.9,0.010330663172753522,Low
L,299.4,310.6,1348,54.5,22,0,0,0,0,0,0,11.200000000000044,73466.0,1,False,True,False,1199.0,0.006547755346718936,Low
M,299.3,310.5,1462,40.5,24,0,0,0,0,0,0,11.199999999999989,59211.0,2,False,False,True,972.0,0.0012975165742486504,Low
H,299.3,310.4,1510,45.5,27,0,0,0,0,0,0,11.099999999999966,68705.0,0,True,False,False,1228.5,0.03243426816369536,Low
L,299.2,310.4,1472,43.3,32,0,0,0,0,0,0,11.199999999999989,63737.6,1,False,True,False,1385.6,0.002549952978180464,Low
M,299.2,310.4,1325,52.0,34,0,0,0,0,0,0,11.199999999999989,68900.0,2,False,False,True,1768.0,0.005059322721495209,Low
L,299.2,310.4,1570,37.3,37,0,0,0,0,0,0,11.199999999999989,58560.99999999999,1,False,True,False,1380.1,0.001429491398458662,Low
L,299.2,310.4,1379,46.8,39,0,0,0,0,0,0,11.199999999999989,64537.2,1,False,True,False,1825.2,0.01791316775923663,Low
L,299.1,310.2,1352,52.8,41,0,0,0,0,0,0,11.099999999999966,71385.59999999999,1,False,True,False,2164.8,0.003880145005651533,Low
L,299.1,310.3,1727,28.7,43,0,0,0,0,0,0,11.199999999999989,49564.9,1,False,True,False,1234.1,0.003739789019828646,Low
H,299.0,310.1,1432,50.0,45,0,0,0,0,0,0,11.100000000000025,71600.0,0,True,False,False,2250.0,0.04034645850030269,Low
L,298.9,310.1,1466,43.4,50,0,0,0,0,0,0,11.200000000000044,63624.4,1,False,True,False,2170.0,0.0007080292625508565,Low
L,298.9,310.1,1510,38.0,52,0,0,0,0,0,0,11.200000000000044,57380.0,1,False,True,False,1976.0,0.0007080292625508565,Low
L,299.0,310.2,1490,41.1,54,0,0,0,0,0,0,11.199999999999989,61239.0,1,False,True,False,2219.4,0.00046735990967085956,Low
L,299.0,310.1,1463,37.4,56,0,0,0,0,0,0,11.100000000000025,54716.2,1,False,True,False,2094.4,0.0007080292625508565,Low
M,298.9,310.0,1561,45.3,58,0,0,0,0,0,0,11.100000000000025,70713.29999999999,2,False,False,True,2627.4,0.013431226912160006,Low
L,298.9,310.1,2109,18.0,61,0,0,0,0,0,0,11.200000000000044,37962.0,1,False,True,False,1098.0,0.014484245553813557,Low
L,298.9,310.2,1705,32.5,63,0,0,0,0,0,0,11.300000000000011,55412.5,1,False,True,False,2047.5,0.0012752077509909448,Low
M,298.9,310.1,1549,40.2,65,0,0,0,0,0,0,11.200000000000044,62269.8,2,False,False,True,2613.0,0.0005760544383408448,Low
H,299.0,310.2,1637,38.0,68,0,0,0,0,0,0,11.199999999999989,62206.0,0,True,False,False,2584.0,0.003695947534286129,Low
M,298.9,310.1,1484,37.9,73,0,0,0,0,0,0,11.200000000000044,56243.6,2,False,False,True,2766.7,0.0005760544383408448,Low
L,298.9,310.1,1401,44.4,76,0,0,0,0,0,0,11.200000000000044,62204.4,1,False,True,False,3374.4,0.005975434122824443,Low
L,298.9,310.1,1571,36.8,78,0,0,0,0,0,0,11.200000000000044,57812.8,1,False,True,False,2870.4,0.0007080292625508565,Low
M,298.9,310.1,1513,41.5,80,0,0,0,0,0,0,11.200000000000044,62789.5,2,False,False,True,3320.0,0.0005760544383408448,Low
L,299.0,310.1,1470,40.3,83,0,0,0,0,0,0,11.100000000000025,59240.99999999999,1,False,True,False,3344.9,0.0007080292625508565,Low
L,299.0,310.1,1505,41.3,85,0,0,0,0,0,0,11.100000000000025,62156.49999999999,1,False,True,False,3510.4999999999995,0.0007080292625508565,Low
L,299.0,310.2,1432,42.2,87,0,0,0,0,0,0,11.199999999999989,60430.4,1,False,True,False,3671.4,0.0038618771541515822,Low
M,299.0,310.2,1625,31.8,89,0,0,0,0,0,0,11.199999999999989,51675.0,2,False,False,True,2830.2000000000003,0.0008052102611361903,Low
L,299.0,310.2,1377,62.5,92,1,0,0,1,0,0,11.199999999999989,86062.5,1,False,True,False,5750.0,0.8407041482440346,Critical
M,299.1,310.3,1441,43.9,94,0,0,0,0,0,0,11.199999999999989,63259.9,2,False,False,True,4126.599999999999,0.0027837361596163013,Low
M,299.0,310.2,1564,39.9,97,0,0,0,0,0,0,11.199999999999989,62403.6,2,False,False,True,3870.3,0.000335385085460848,Low
L,298.9,310.1,1580,37.3,100,0,0,0,0,0,0,11.200000000000044,58933.99999999999,1,False,True,False,3730.0,0.0007080292625508565,Low
L,299.0,310.2,1516,35.3,102,0,0,0,0,0,0,11.199999999999989,53514.8,1,False,True,False,3600.6,0.00046735990967085956,Low
L,299.0,310.1,1447,42.8,104,0,0,0,0,0,0,11.100000000000025,61931.6,1,False,True,False,4451.2,0.002935470975568523,Low
M,298.9,310.0,1323,52.9,106,0,0,0,0,0,0,11.100000000000025,69986.7,2,False,False,True,5607.4,0.002172531989819031,Low
L,298.9,310.0,1470,45.9,109,0,0,0,0,0,0,11.100000000000025,67473.0,1,False,True,False,5003.099999999999,0.002650895392066013,Low
M,299.0,310.0,2049,19.5,111,0,0,0,0,0,0,11.0,39955.5,2,False,False,True,2164.5,0.007969332657100035,Low
L,298.9,310.0,1794,27.2,114,0,0,0,0,0,0,11.100000000000025,48796.8,1,False,True,False,3100.8,0.003475710648612149,Low
L,298.9,310.1,1356,47.8,116,0,0,0,0,0,0,11.200000000000044,64816.8,1,False,True,False,5544.799999999999,0.005984733372776345,Low
H,299.0,310.1,1555,38.6,118,0,0,0,0,0,0,11.100000000000025,60023.0,0,True,False,False,4554.8,0.004799009136696259,Low
M,299.0,310.1,1487,47.5,123,0,0,0,0,0,0,11.100000000000025,70632.5,2,False,False,True,5842.5,0.0021845836614564937,Low
M,299.0,310.0,1341,58.9,126,0,0,0,0,0,0,11.0,78984.9,2,False,False,True,7421.4,0.0007302436461092386,Low
M,298.9,310.0,1487,36.6,129,0,0,0,0,0,0,11.100000000000025,54424.2,2,False,False,True,4721.400000000001,0.0014384466878709784,Low
H,299.0,310.0,1569,34.3,132,0,0,0,0,0,0,11.0,53816.7,0,True,False,False,4527.599999999999,0.006066369072980586,Low
H,299.0,310.1,2053,19.7,137,0,0,0,0,0,0,11.100000000000025,40444.1,0,True,False,False,2698.9,0.014256811837306822,Low
L,299.0,310.1,1583,35.8,142,0,0,0,0,0,0,11.100000000000025,56671.4,1,False,True,False,5083.599999999999,0.003075517200429663,Low
L,299.0,310.0,1672,33.2,144,0,0,0,0,0,0,11.0,55510.4,1,False,True,False,4780.8,0.0037743851212334325,Low
M,299.0,310.0,1337,57.4,146,0,0,0,0,0,0,11.0,76743.8,2,False,False,True,8380.4,0.0007302436461092386,Low
H,299.1,310.1,1421,41.2,149,0,0,0,0,0,0,11.0,58545.2,0,True,False,False,6138.8,0.006714253718869139,Low
L,299.1,310.2,1425,52.7,154,0,0,0,0,0,0,11.099999999999966,75097.5,1,False,True,False,8115.8,0.008960842685464493,Low
L,299.2,310.2,1609,33.2,156,0,0,0,0,0,0,11.0,53418.8,1,False,True,False,5179.200000000001,0.0015113038233967322,Low
L,299.2,310.3,1507,41.3,158,0,0,0,0,0,0,11.100000000000025,62239.1,1,False,True,False,6525.4,0.0005835302708225522,Low
L,299.2,310.3,1463,38.9,160,0,0,0,0,0,0,11.100000000000025,56910.7,1,False,True,False,6224.0,0.001222940580476165,Low
H,299.3,310.4,1393,44.9,162,0,0,0,0,0,0,11.099999999999966,62545.7,0,True,False,False,7273.8,0.015020021911764802,Low
L,299.3,310.4,1725,26.8,167,0,0,0,0,0,0,11.099999999999966,46230.0,1,False,True,False,4475.6,0.022616188644912945,Low
L,299.4,310.5,1514,36.1,169,0,0,0,0,0,0,11.100000000000025,54655.4,1,False,True,False,6100.900000000001,0.001222940580476165,Low
L,299.3,310.4,1365,53.9,171,0,0,0,0,0,0,11.099999999999966,73573.5,1,False,True,False,9216.9,0.010326729797569814,Low
L,299.4,310.5,1372,46.3,173,0,0,0,0,0,0,11.100000000000025,63523.6,1,False,True,False,8009.9,0.01023830847878148,Low
L,299.4,310.4,1509,40.6,175,0,0,0,0,0,0,11.0,61265.4,1,False,True,False,7105.0,0.0004515554466125406,Low
L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0,11.099999999999966,53105.4,1,False,True,False,5770.2,0.001981128999072074,Low
L,299.4,310.5,1749,28.1,179,0,0,0,0,0,0,11.100000000000025,49146.9,1,False,True,False,5029.900000000001,0.026607237517152455,Low
L,299.4,310.4,1582,31.7,181,0,0,0,0,0,0,11.0,50149.4,1,False,True,False,5737.7,0.005938569192100175,Low
L,299.2,310.2,1458,47.0,183,0,0,0,0,0,0,11.0,68526.0,1,False,True,False,8601.0,0.006537880333376781,Low
L,299.1,310.1,1416,41.2,185,0,0,0,0,0,0,11.0,58339.2,1,False,True,False,7622.000000000001,0.005182705823466797,Low
H,299.1,310.0,1657,33.1,187,0,0,0,0,0,0,10.899999999999975,54846.7,0,True,False,False,6189.7,0.004924286981582427,Low
M,299.1,310.0,1437,41.1,192,0,0,0,0,0,0,10.899999999999975,59060.7,2,False,False,True,7891.200000000001,0.006921800178049264,Low
M,299.1,310.0,1580,36.0,195,0,0,0,0,0,0,10.899999999999975,56880.0,2,False,False,True,7020.0,0.002421388384673675,Low
M,299.0,310.0,1488,46.3,198,0,0,0,0,0,0,11.0,68894.4,2,False,False,True,9167.4,0.0009410951323563882,Low
L,299.0,309.9,1373,55.7,201,1,0,0,0,1,0,10.899999999999975,76476.1,1,False,True,False,11195.7,0.9584647624689877,Critical
L,299.1,310.0,1367,56.3,203,1,0,0,0,1,0,10.899999999999975,76962.09999999999,1,False,True,False,11428.9,0.9833815340771638,Critical
H,299.1,310.0,1431,49.5,205,0,0,0,0,0,0,10.899999999999975,70834.5,0,True,False,False,10147.5,0.04721385129437961,Low
L,299.0,310.1,1623,33.0,210,0,0,0,0,0,0,11.100000000000025,53559.0,1,False,True,False,6930.0,0.26409293770309583,Medium
L,299.0,310.0,1484,39.6,212,0,0,0,0,0,0,11.0,58766.4,1,False,True,False,8395.2,0.3410090532344153,Medium
L,299.0,309.9,1548,34.5,214,0,0,0,0,0,0,10.899999999999975,53406.0,1,False,True,False,7383.0,0.31036061956586597,Medium
L,298.9,309.8,1287,61.9,216,1,0,0,0,1,0,10.900000000000034,79665.3,1,False,True,False,13370.4,0.9836566059121897,Critical
M,298.9,309.8,1392,43.1,218,0,0,0,0,0,0,10.900000000000034,59995.2,2,False,False,True,9395.8,0.16201087210651113,Low
H,299.0,310.0,1458,44.9,221,0,0,0,0,0,0,11.0,65464.2,0,True,False,False,9922.9,0.1305639849253548,Low
M,299.1,310.1,1570,30.9,226,0,0,0,0,0,0,11.0,48513.0,2,False,False,True,6983.4,0.41011534599215926,Medium
L,299.1,310.1,1435,48.8,229,1,0,0,0,1,0,11.0,70028.0,1,False,True,False,11175.2,0.8660603616769681,Critical
L,299.1,310.2,1317,54.8,231,1,0,0,0,1,0,11.099999999999966,72171.59999999999,1,False,True,False,12658.8,0.9024022843653146,Critical
L,299.2,310.3,1610,33.3,233,0,0,0,0,0,0,11.100000000000025,53612.99999999999,1,False,True,False,7758.9,0.4444992311860912,Medium
M,299.1,310.3,1838,24.0,235,0,0,0,0,0,0,11.199999999999989,44112.0,2,False,False,True,5640.0,0.31238956391956346,Medium
L,299.2,310.3,1352,48.9,238,1,0,0,0,1,0,11.100000000000025,66112.8,1,False,True,False,11638.2,0.8939845924356754,Critical
L,299.1,310.3,1619,35.2,240,0,0,0,0,0,0,11.199999999999989,56988.8,1,False,True,False,8448.0,0.2818770867345346,Medium
L,299.1,310.3,1619,31.1,242,0,0,0,0,0,0,11.199999999999989,50350.9,1,False,True,False,7526.200000000001,0.25786649352543667,Medium
L,299.0,310.2,1690,30.7,244,0,0,0,0,0,0,11.199999999999989,51883.0,1,False,True,False,7490.8,0.2638402451336288,Medium
L,299.0,310.2,1412,44.1,246,0,0,0,0,0,0,11.199999999999989,62269.2,1,False,True,False,10848.6,0.16279870487632667,Low
H,299.0,310.2,1744,31.5,0,0,0,0,0,0,0,11.199999999999989,54936.0,0,True,False,False,0.0,0.005076349123670418,Low
M,299.0,310.1,1593,35.4,5,0,0,0,0,0,0,11.100000000000025,56392.2,2,False,False,True,177.0,0.0015381859271286474,Low
L,299.1,310.2,1695,29.6,8,0,0,0,0,0,0,11.099999999999966,50172.0,1,False,True,False,236.8,0.0036852989465046993,Low
